"muni_id","year","garimpo_ha","garimpo_ha_change"
1100064,2005,0,0
1100064,2006,0,0
1100064,2007,0,0
1100064,2008,0,0
1100064,2009,0,0
1100064,2010,0,0
1100064,2011,0,0
1100064,2012,0,0
1100064,2013,0,0
1100064,2014,0,0
1100064,2015,0,0
1100064,2016,0,0
1100064,2017,0,0
1100064,2018,0,0
1100064,2019,0,0
1100064,2020,0,0
1100064,2021,0,0
1100064,2022,0,0
1100072,1985,0,0
1100072,1986,0,0
1100072,1987,0,0
1100072,1988,0,0
1100072,1989,0,0
1100072,1990,0,0
1100072,1991,0,0
1100072,1992,0,0
1100072,1993,0,0
1100072,1994,0,0
1100072,1995,0,0
1100072,1996,0,0
1100072,1997,0,0
1100072,1998,0,0
1100072,1999,0,0
1100072,2000,0,0
1100072,2001,0,0
1100072,2002,0,0
1100072,2003,0,0
1100072,2004,0,0
1100072,2005,0,0
1100072,2006,0,0
1100072,2007,0,0
1100072,2008,0,0
1100072,2009,0,0
1100072,2010,0,0
1100072,2011,0,0
1100072,2012,0,0
1100072,2013,0,0
1100072,2014,0,0
1100072,2015,0,0
1100072,2016,0,0
1100072,2017,0,0
1100072,2018,0,0
1100072,2019,0,0
1100072,2020,0,0
1100072,2021,0,0
1100072,2022,0,0
1100080,1985,0,0
1100080,1986,0,0
1100080,1987,0,0
1100080,1988,0,0
1100080,1989,0,0
1100080,1990,0,0
1100080,1991,0,0
1100080,1992,0,0
1100080,1993,0,0
1100080,1994,0,0
1100080,1995,0,0
1100080,1996,0,0
1100080,1997,0,0
1100080,1998,0,0
1100080,1999,0,0
1100080,2000,0,0
1100080,2001,0,0
1100080,2002,0,0
1100080,2003,0,0
1100080,2004,0,0
1100080,2005,0,0
1100080,2006,0,0
1100080,2007,0,0
1100080,2008,0,0
1100080,2009,0,0
1100080,2010,0,0
1100080,2011,0,0
1100080,2012,0,0
1100080,2013,0,0
1100080,2014,0,0
1100080,2015,0,0
1100080,2016,0,0
1100080,2017,0,0
1100080,2018,0,0
1100080,2019,0,0
1100080,2020,0,0
1100080,2021,0,0
1100080,2022,0,0
1100098,1985,0,0
1100098,1986,0,0
1100098,1987,0,0
1100098,1988,0,0
1100098,1989,0,0
1100098,1990,0,0
1100098,1991,0,0
1100098,1992,0,0
1100098,1993,0,0
1100098,1994,0,0
1100098,1995,0,0
1100098,1996,0,0
1100098,1997,0,0
1100098,1998,0,0
1100098,1999,0,0
1100098,2000,0,0
1100098,2001,0,0
1100098,2002,0,0
1100098,2003,0,0
1100098,2004,0,0
1100098,2005,0,0
1100098,2006,0,0
1100098,2007,0,0
1100098,2008,0,0
1100098,2009,0,0
1100098,2010,0,0
1100098,2011,0,0
1100098,2012,0,0
1100098,2013,0,0
1100098,2014,0,0
1100098,2015,0,0
1100098,2016,0,0
1100098,2017,0,0
1100098,2018,0,0
1100098,2019,0,0
1100098,2020,0,0
1100098,2021,0,0
1100098,2022,0,0
1100106,1985,0,0
1100106,1986,0,0
1100106,1987,0,0
1100106,1988,0,0
1100106,1989,0,0
1100106,1990,0,0
1100106,1991,0,0
1100106,1992,0,0
1100106,1993,0,0
1100106,1994,0,0
1100106,1995,0,0
1100106,1996,0,0
1100106,1997,0,0
1100106,1998,0,0
1100106,1999,0,0
1100106,2000,0,0
1100106,2001,0,0
1100106,2002,0,0
1100106,2003,0,0
1100106,2004,0,0
1100106,2005,0,0
1100106,2006,0,0
1100106,2007,0,0
1100106,2008,0,0
1100106,2009,0,0
1100106,2010,0,0
1100106,2011,0,0
1100106,2012,0,0
1100106,2013,0,0
1100106,2014,0,0
1100106,2015,0,0
1100106,2016,0,0
1100106,2017,0,0
1100106,2018,0,0
1100106,2019,0,0
1100106,2020,0,0
1100106,2021,0,0
1100106,2022,0,0
1100114,1985,0,0
1100114,1986,0,0
1100114,1987,0,0
1100114,1988,0,0
1100114,1989,0,0
1100114,1990,0,0
1100114,1991,0,0
1100114,1992,0,0
1100114,1993,0,0
1100114,1994,0,0
1100114,1995,0,0
1100114,1996,0,0
1100114,1997,0,0
1100114,1998,0,0
1100114,1999,0,0
1100114,2000,0,0
1100114,2001,0,0
1100114,2002,0,0
1100114,2003,0,0
1100114,2004,0,0
1100114,2005,0,0
1100114,2006,0,0
1100114,2007,0,0
1100114,2008,0,0
1100114,2009,0,0
1100114,2010,0,0
1100114,2011,0,0
1100114,2012,0,0
1100114,2013,0,0
1100114,2014,0,0
1100114,2015,0,0
1100114,2016,0,0
1100114,2017,0,0
1100114,2018,0,0
1100114,2019,0,0
1100114,2020,0,0
1100114,2021,0,0
1100114,2022,0,0
1100122,1985,0,0
1100122,1986,0,0
1100122,1987,0,0
1100122,1988,0,0
1100122,1989,0,0
1100122,1990,0,0
1100122,1991,0,0
1100122,1992,0,0
1100122,1993,0,0
1100122,1994,0,0
1100122,1995,0,0
1100122,1996,0,0
1100122,1997,0,0
1100122,1998,0,0
1100122,1999,0,0
1100122,2000,0,0
1100122,2001,0,0
1100122,2002,0,0
1100122,2003,0,0
1100122,2004,0,0
1100122,2005,0,0
1100122,2006,0,0
1100122,2007,0,0
1100122,2008,0,0
1100122,2009,0,0
1100122,2010,0,0
1100122,2011,0,0
1100122,2012,0,0
1100122,2013,0,0
1100122,2014,0,0
1100122,2015,0,0
1100122,2016,0,0
1100122,2017,0,0
1100122,2018,0,0
1100122,2019,0,0
1100122,2020,0,0
1100122,2021,0,0
1100122,2022,0,0
1100130,1985,44.46,44.46
1100130,1986,46.71,2.25
1100130,1987,51.03,4.32
1100130,1988,56.16,5.13
1100130,1989,58.86,2.7
1100130,1990,60.66,1.8
1100130,1991,60.3,-0.359999999999999
1100130,1992,61.29,0.990000000000002
1100130,1993,63.63,2.34
1100130,1994,63.09,-0.539999999999999
1100130,1995,63.63,0.539999999999999
1100130,1996,64.08,0.449999999999996
1100130,1997,64.62,0.540000000000006
1100130,1998,64.62,0
1100130,1999,64.44,-0.180000000000007
1100130,2000,65.97,1.53
1100130,2001,66.06,0.0900000000000034
1100130,2002,66.24,0.179999999999993
1100130,2003,65.88,-0.359999999999999
1100130,2004,65.79,-0.0899999999999892
1100130,2005,65.61,-0.180000000000007
1100130,2006,65.52,-0.0900000000000034
1100130,2007,65.61,0.0900000000000034
1100130,2008,65.61,0
1100130,2009,66.33,0.719999999999999
1100130,2010,66.15,-0.179999999999993
1100130,2011,67.95,1.8
1100130,2012,67.77,-0.180000000000007
1100130,2013,67.86,0.0900000000000034
1100130,2014,68.4,0.540000000000006
1100130,2015,68.4,0
1100130,2016,69.12,0.719999999999999
1100130,2017,68.76,-0.359999999999999
1100130,2018,68.76,0
1100130,2019,69.39,0.629999999999995
1100130,2020,69.57,0.179999999999993
1100130,2021,69.57,0
1100130,2022,69.57,0
1100148,1985,0,0
1100148,1986,0,0
1100148,1987,0,0
1100148,1988,0,0
1100148,1989,0,0
1100148,1990,0,0
1100148,1991,0,0
1100148,1992,0,0
1100148,1993,0,0
1100148,1994,0,0
1100148,1995,0,0
1100148,1996,0,0
1100148,1997,0,0
1100148,1998,0,0
1100148,1999,0,0
1100148,2000,0,0
1100148,2001,0,0
1100148,2002,0,0
1100148,2003,0,0
1100148,2004,0,0
1100148,2005,0,0
1100148,2006,0,0
1100148,2007,0,0
1100148,2008,0,0
1100148,2009,0,0
1100148,2010,0,0
1100148,2011,0,0
1100148,2012,0,0
1100148,2013,0,0
1100148,2014,0,0
1100148,2015,0,0
1100148,2016,0,0
1100148,2017,0,0
1100148,2018,0,0
1100148,2019,0,0
1100148,2020,0,0
1100148,2021,0,0
1100148,2022,0,0
1100155,1985,0,0
1100155,1986,0,0
1100155,1987,0,0
1100155,1988,0,0
1100155,1989,0,0
1100155,1990,0,0
1100155,1991,0,0
1100155,1992,0,0
1100155,1993,0,0
1100155,1994,0,0
1100155,1995,0,0
1100155,1996,0,0
1100155,1997,0,0
1100155,1998,0,0
1100155,1999,0,0
1100155,2000,0,0
1100155,2001,0,0
1100155,2002,0,0
1100155,2003,0,0
1100155,2004,0,0
1100155,2005,0,0
1100155,2006,0,0
1100155,2007,0,0
1100155,2008,0,0
1100155,2009,0,0
1100155,2010,0,0
1100155,2011,0,0
1100155,2012,0,0
1100155,2013,0,0
1100155,2014,0,0
1100155,2015,0,0
1100155,2016,0,0
1100155,2017,0,0
1100155,2018,0,0
1100155,2019,0,0
1100155,2020,0,0
1100155,2021,0,0
1100155,2022,0,0
1100189,1985,7.47,7.47
1100189,1986,9.99,2.52
1100189,1987,11.7,1.71
1100189,1988,12.33,0.630000000000001
1100189,1989,12.6,0.27
1100189,1990,12.6,0
1100189,1991,12.6,0
1100189,1992,12.6,0
1100189,1993,12.6,0
1100189,1994,12.6,0
1100189,1995,12.6,0
1100189,1996,12.6,0
1100189,1997,12.6,0
1100189,1998,12.6,0
1100189,1999,13.59,0.99
1100189,2000,13.59,0
1100189,2001,13.86,0.27
1100189,2002,13.95,0.0899999999999999
1100189,2003,13.86,-0.0899999999999999
1100189,2004,13.86,0
1100189,2005,13.95,0.0899999999999999
1100189,2006,13.86,-0.0899999999999999
1100189,2007,13.86,0
1100189,2008,13.86,0
1100189,2009,13.86,0
1100189,2010,13.86,0
1100189,2011,13.86,0
1100189,2012,13.86,0
1100189,2013,13.86,0
1100189,2014,13.86,0
1100189,2015,13.86,0
1100189,2016,13.86,0
1100189,2017,13.86,0
1100189,2018,13.86,0
1100189,2019,13.86,0
1100189,2020,13.86,0
1100189,2021,13.86,0
1100189,2022,13.86,0
1100205,1985,832.220117647059,832.220117647059
1100205,1986,955.077176470588,122.857058823529
1100205,1987,1152.864,197.786823529412
1100205,1988,1267.974,115.11
1100205,1989,1336.57764705882,68.6036470588235
1100205,1990,1355.43952941176,18.8618823529412
1100205,1991,1389.72952941176,34.29
1100205,1992,1423.60764705882,33.8781176470588
1100205,1993,1399.35952941176,-24.2481176470587
1100205,1994,1475.62764705882,76.2681176470587
1100205,1995,1459.56952941176,-16.0581176470589
1100205,1996,1501.32952941176,41.7600000000002
1100205,1997,1543.824,42.4944705882353
1100205,1998,1566.95329411765,23.1292941176469
1100205,1999,1577.14764705882,10.1943529411765
1100205,2000,1682.53764705882,105.39
1100205,2001,1679.83764705882,-2.70000000000005
1100205,2002,1692.79764705882,12.96
1100205,2003,1698.894,6.09635294117652
1100205,2004,1709.514,10.6199999999999
1100205,2005,1724.364,14.8500000000001
1100205,2006,1768.284,43.9200000000001
1100205,2007,1808.514,40.2299999999998
1100205,2008,1826.80764705882,18.2936470588236
1100205,2009,1880.01070588235,53.2030588235295
1100205,2010,1978.71705882353,98.7063529411762
1100205,2011,2033.07705882353,54.3600000000001
1100205,2012,2089.59705882353,56.5200000000002
1100205,2013,2138.82705882353,49.2299999999996
1100205,2014,2143.95705882353,5.13000000000011
1100205,2015,2189.22494117647,45.2678823529413
1100205,2016,2219.73494117647,30.5100000000002
1100205,2017,2246.73494117647,27
1100205,2018,2267.79494117647,21.0599999999999
1100205,2019,2335.02494117647,67.23
1100205,2020,2400.45494117647,65.4299999999998
1100205,2021,2500.44494117647,99.9900000000002
1100205,2022,2586.84494117647,86.3999999999996
1100254,1985,0,0
1100254,1986,0,0
1100254,1987,0,0
1100254,1988,0,0
1100254,1989,0,0
1100254,1990,0,0
1100254,1991,0,0
1100254,1992,0,0
1100254,1993,0,0
1100254,1994,0,0
1100254,1995,0,0
1100254,1996,0,0
1100254,1997,0,0
1100254,1998,0,0
1100254,1999,0,0
1100254,2000,0,0
1100254,2001,0,0
1100254,2002,0,0
1100254,2003,0,0
1100254,2004,0,0
1100254,2005,0,0
1100254,2006,0,0
1100254,2007,0,0
1100254,2008,0,0
1100254,2009,0,0
1100254,2010,0,0
1100254,2011,0,0
1100254,2012,0,0
1100254,2013,0,0
1100254,2014,0,0
1100254,2015,0,0
1100254,2016,0,0
1100254,2017,0,0
1100254,2018,0,0
1100254,2019,0,0
1100254,2020,0,0
1100254,2021,0,0
1100254,2022,0,0
1100262,1985,114.66,114.66
1100262,1986,164.79,50.13
1100262,1987,204.66,39.87
1100262,1988,209.79,5.13000000000002
1100262,1989,211.05,1.25999999999999
1100262,1990,213.93,2.88
1100262,1991,223.38,9.44999999999999
1100262,1992,224.91,1.53
1100262,1993,221.49,-3.41999999999999
1100262,1994,222.75,1.25999999999999
1100262,1995,223.47,0.719999999999999
1100262,1996,219.15,-4.31999999999999
1100262,1997,226.98,7.83000000000001
1100262,1998,228.87,1.88999999999999
1100262,1999,224.82,-4.05000000000001
1100262,2000,234,9.18000000000001
1100262,2001,234.63,0.629999999999995
1100262,2002,235.62,0.990000000000009
1100262,2003,230.67,-4.95000000000002
1100262,2004,234.81,4.14000000000001
1100262,2005,240.57,5.75999999999999
1100262,2006,242.73,2.16
1100262,2007,243.81,1.08000000000001
1100262,2008,249.12,5.31
1100262,2009,249.75,0.629999999999995
1100262,2010,254.97,5.22
1100262,2011,281.34,26.37
1100262,2012,308.7,27.36
1100262,2013,337.14,28.4399999999999
1100262,2014,347.85,10.71
1100262,2015,349.02,1.16999999999996
1100262,2016,357.75,8.73000000000002
1100262,2017,391.05,33.3
1100262,2018,399.6,8.54999999999995
1100262,2019,428.49,28.89
1100262,2020,445.14,16.65
1100262,2021,577.62,132.48
1100262,2022,627.029647058824,49.4096470588236
1100288,1985,0,0
1100288,1986,0,0
1100288,1987,0,0
1100288,1988,0,0
1100288,1989,0,0
1100288,1990,0,0
1100288,1991,0,0
1100288,1992,0,0
1100288,1993,0,0
1100288,1994,0,0
1100288,1995,0,0
1100288,1996,0,0
1100288,1997,0,0
1100288,1998,0,0
1100288,1999,0,0
1100288,2000,0,0
1100288,2001,0,0
1100288,2002,0,0
1100288,2003,0,0
1100288,2004,0,0
1100288,2005,0,0
1100288,2006,0,0
1100288,2007,0,0
1100288,2008,0,0
1100288,2009,0,0
1100288,2010,0,0
1100288,2011,0,0
1100288,2012,0,0
1100288,2013,0,0
1100288,2014,0,0
1100288,2015,0,0
1100288,2016,0,0
1100288,2017,0,0
1100288,2018,0,0
1100288,2019,0,0
1100288,2020,0,0
1100288,2021,0,0
1100288,2022,0,0
1100296,1985,0,0
1100296,1986,0,0
1100296,1987,0,0
1100296,1988,0,0
1100296,1989,0,0
1100296,1990,0,0
1100296,1991,0,0
1100296,1992,0,0
1100296,1993,0,0
1100296,1994,0,0
1100296,1995,0,0
1100296,1996,0,0
1100296,1997,0,0
1100296,1998,0,0
1100296,1999,0,0
1100296,2000,0,0
1100296,2001,0,0
1100296,2002,0,0
1100296,2003,0,0
1100296,2004,0,0
1100296,2005,0,0
1100296,2006,0,0
1100296,2007,0,0
1100296,2008,0,0
1100296,2009,0,0
1100296,2010,0,0
1100296,2011,0,0
1100296,2012,0,0
1100296,2013,0,0
1100296,2014,0,0
1100296,2015,0,0
1100296,2016,0,0
1100296,2017,0,0
1100296,2018,0,0
1100296,2019,0,0
1100296,2020,0,0
1100296,2021,0,0
1100296,2022,0,0
1100304,1985,0,0
1100304,1986,0,0
1100304,1987,0,0
1100304,1988,0,0
1100304,1989,0,0
1100304,1990,0,0
1100304,1991,0,0
1100304,1992,0,0
1100304,1993,0,0
1100304,1994,0,0
1100304,1995,0,0
1100304,1996,0,0
1100304,1997,0,0
1100304,1998,0,0
1100304,1999,0,0
1100304,2000,0,0
1100304,2001,26.64,26.64
1100304,2002,50.04,23.4
1100304,2003,81.81,31.77
1100304,2004,100.35,18.54
1100304,2005,110.7,10.35
1100304,2006,102.69,-8.01000000000001
1100304,2007,99.36,-3.33
1100304,2008,93.96,-5.40000000000001
1100304,2009,92.16,-1.8
1100304,2010,90.63,-1.53
1100304,2011,89.64,-0.989999999999995
1100304,2012,89.1,-0.540000000000006
1100304,2013,87.03,-2.06999999999999
1100304,2014,85.5,-1.53
1100304,2015,83.88,-1.62
1100304,2016,83.52,-0.359999999999999
1100304,2017,82.8,-0.719999999999999
1100304,2018,80.91,-1.89
1100304,2019,80.1,-0.810000000000002
1100304,2020,79.38,-0.719999999999999
1100304,2021,574.74,495.36
1100304,2022,614.43,39.6899999999999
1100320,1985,0,0
1100320,1986,0,0
1100320,1987,0,0
1100320,1988,0,0
1100320,1989,0,0
1100320,1990,0,0
1100320,1991,0,0
1100320,1992,0,0
1100320,1993,0,0
1100320,1994,0,0
1100320,1995,0,0
1100320,1996,0,0
1100320,1997,0,0
1100320,1998,0,0
1100320,1999,0,0
1100320,2000,0,0
1100320,2001,0,0
1100320,2002,0,0
1100320,2003,0,0
1100320,2004,0,0
1100320,2005,0,0
1100320,2006,0,0
1100320,2007,0,0
1100320,2008,0,0
1100320,2009,0,0
1100320,2010,0,0
1100320,2011,0,0
1100320,2012,0,0
1100320,2013,0,0
1100320,2014,0,0
1100320,2015,0,0
1100320,2016,0,0
1100320,2017,0,0
1100320,2018,0,0
1100320,2019,0,0
1100320,2020,0,0
1100320,2021,0,0
1100320,2022,0,0
1100338,1985,0,0
1100338,1986,0,0
1100338,1987,0,0
1100338,1988,0,0
1100338,1989,0,0
1100338,1990,0,0
1100338,1991,0,0
1100338,1992,0,0
1100338,1993,0,0
1100338,1994,0,0
1100338,1995,0,0
1100338,1996,0,0
1100338,1997,0,0
1100338,1998,0,0
1100338,1999,0,0
1100338,2000,0,0
1100338,2001,0,0
1100338,2002,0,0
1100338,2003,0,0
1100338,2004,0,0
1100338,2005,0,0
1100338,2006,0,0
1100338,2007,0,0
1100338,2008,0,0
1100338,2009,0,0
1100338,2010,0,0
1100338,2011,0,0
1100338,2012,0,0
1100338,2013,0,0
1100338,2014,0,0
1100338,2015,0,0
1100338,2016,0,0
1100338,2017,0,0
1100338,2018,0,0
1100338,2019,0,0
1100338,2020,0,0
1100338,2021,0,0
1100338,2022,0,0
1100346,1985,0,0
1100346,1986,0,0
1100346,1987,0,0
1100346,1988,0,0
1100346,1989,0,0
1100346,1990,0,0
1100346,1991,0,0
1100346,1992,0,0
1100346,1993,0,0
1100346,1994,0,0
1100346,1995,0,0
1100346,1996,0,0
1100346,1997,0,0
1100346,1998,0,0
1100346,1999,0,0
1100346,2000,0,0
1100346,2001,0,0
1100346,2002,0,0
1100346,2003,0,0
1100346,2004,0,0
1100346,2005,0,0
1100346,2006,0,0
1100346,2007,0,0
1100346,2008,0,0
1100346,2009,0,0
1100346,2010,0,0
1100346,2011,0,0
1100346,2012,0,0
1100346,2013,0,0
1100346,2014,0,0
1100346,2015,0,0
1100346,2016,0,0
1100346,2017,0,0
1100346,2018,0,0
1100346,2019,0,0
1100346,2020,0,0
1100346,2021,0,0
1100346,2022,0,0
1100379,1985,0,0
1100379,1986,0,0
1100379,1987,0,0
1100379,1988,0,0
1100379,1989,0,0
1100379,1990,0,0
1100379,1991,0,0
1100379,1992,0,0
1100379,1993,0,0
1100379,1994,0,0
1100379,1995,0,0
1100379,1996,0,0
1100379,1997,0,0
1100379,1998,0,0
1100379,1999,0,0
1100379,2000,0,0
1100379,2001,0,0
1100379,2002,0,0
1100379,2003,0,0
1100379,2004,0,0
1100379,2005,0,0
1100379,2006,0,0
1100379,2007,0,0
1100379,2008,0,0
1100379,2009,0,0
1100379,2010,0,0
1100379,2011,0,0
1100379,2012,0,0
1100379,2013,0,0
1100379,2014,0,0
1100379,2015,0,0
1100379,2016,0,0
1100379,2017,0,0
1100379,2018,0,0
1100379,2019,0,0
1100379,2020,0,0
1100379,2021,0,0
1100379,2022,0,0
1100403,1985,0,0
1100403,1986,0,0
1100403,1987,0,0
1100403,1988,0,0
1100403,1989,0,0
1100403,1990,0,0
1100403,1991,0,0
1100403,1992,0,0
1100403,1993,0,0
1100403,1994,0,0
1100403,1995,0,0
1100403,1996,0,0
1100403,1997,0,0
1100403,1998,0,0
1100403,1999,0,0
1100403,2000,0,0
1100403,2001,0,0
1100403,2002,0,0
1100403,2003,0,0
1100403,2004,0,0
1100403,2005,0,0
1100403,2006,0,0
1100403,2007,0,0
1100403,2008,0,0
1100403,2009,0,0
1100403,2010,0,0
1100403,2011,0,0
1100403,2012,0,0
1100403,2013,0,0
1100403,2014,0,0
1100403,2015,0,0
1100403,2016,0,0
1100403,2017,0,0
1100403,2018,0,0
1100403,2019,0,0
1100403,2020,0,0
1100403,2021,0,0
1100403,2022,0,0
1100452,1985,0,0
1100452,1986,0,0
1100452,1987,0,0
1100452,1988,0,0
1100452,1989,0,0
1100452,1990,0,0
1100452,1991,0,0
1100452,1992,0,0
1100452,1993,0,0
1100452,1994,0,0
1100452,1995,0,0
1100452,1996,0,0
1100452,1997,0,0
1100452,1998,0,0
1100452,1999,0,0
1100452,2000,0,0
1100452,2001,0,0
1100452,2002,0,0
1100452,2003,0,0
1100452,2004,0,0
1100452,2005,0,0
1100452,2006,0,0
1100452,2007,0,0
1100452,2008,0,0
1100452,2009,0,0
1100452,2010,0,0
1100452,2011,0,0
1100452,2012,0,0
1100452,2013,0,0
1100452,2014,0,0
1100452,2015,0,0
1100452,2016,0,0
1100452,2017,0,0
1100452,2018,0,0
1100452,2019,0,0
1100452,2020,0,0
1100452,2021,0,0
1100452,2022,0,0
1100502,1985,0,0
1100502,1986,0,0
1100502,1987,0,0
1100502,1988,0,0
1100502,1989,0,0
1100502,1990,0,0
1100502,1991,0,0
1100502,1992,0,0
1100502,1993,0,0
1100502,1994,0,0
1100502,1995,0,0
1100502,1996,0,0
1100502,1997,0,0
1100502,1998,0,0
1100502,1999,0,0
1100502,2000,0,0
1100502,2001,0,0
1100502,2002,0,0
1100502,2003,0,0
1100502,2004,0,0
1100502,2005,0,0
1100502,2006,0,0
1100502,2007,0,0
1100502,2008,0,0
1100502,2009,0,0
1100502,2010,0,0
1100502,2011,0,0
1100502,2012,0,0
1100502,2013,0,0
1100502,2014,0,0
1100502,2015,0,0
1100502,2016,0,0
1100502,2017,0,0
1100502,2018,0,0
1100502,2019,0,0
1100502,2020,0,0
1100502,2021,0,0
1100502,2022,0,0
1100601,1985,0,0
1100601,1986,0,0
1100601,1987,0,0
1100601,1988,0,0
1100601,1989,0,0
1100601,1990,0,0
1100601,1991,0,0
1100601,1992,0,0
1100601,1993,0,0
1100601,1994,0,0
1100601,1995,0,0
1100601,1996,0,0
1100601,1997,0,0
1100601,1998,0,0
1100601,1999,0,0
1100601,2000,0,0
1100601,2001,0,0
1100601,2002,0,0
1100601,2003,0,0
1100601,2004,0,0
1100601,2005,0,0
1100601,2006,0,0
1100601,2007,0,0
1100601,2008,0,0
1100601,2009,0,0
