"","muni_id","year","artisanal_mining_area_ha","change_in_area","forest_loss_all_gross","forest_loss_all_net","mining","mining_gain_gross","mining_net","forest_to_mining_gross","forest_to_mining_net","forest_to_pasture_gross","forest_to_pasture_net","forest_to_soy_gross","forest_to_soy_net","GoldPrice","area_ha"
"3588","5100250",1988,1406.61,304.47,12141.3935625733,9884.08358945924,1403.86254129029,279.044332348633,236.021935095215,73.6437313415527,73.6437313415527,12048.1932371399,9792.64236156007,0,0,437.048,89554100
"3589","5100250",1989,1595.97,189.36,13060.3740900635,11189.8480969422,1596.2459628357,165.715844207763,139.760732226562,28.1687306152344,28.1687306152344,13013.6155317139,11146.7837620117,0,0,381.432,89554100
"3590","5100250",1990,1746.18,150.21,11577.9832896485,9668.50805111092,1755.17261466675,133.496691497803,124.081748345947,7.83205521240235,7.83205521240235,11565.3944481202,9657.06296512459,0,0,383.467,89554100
"3591","5100250",1991,1718.64,-27.54,18718.1684687743,17596.704579547,1720.07505731812,30.6218375305176,-39.7665593261719,3.3431205078125,3.3431205078125,18708.9223333251,17588.5138694396,0,0,362.183,89554100
"3592","5100250",1992,1688.22,-30.4200000000001,21850.7286405031,21375.3665002138,1696.67529137574,12.6719626831055,-12.5794556762696,0,0,21834.5257336855,21359.1635933962,0,0,343.733,89554100
"3593","5100250",1993,1609.11,-79.1100000000001,21424.7396811403,20291.8402987246,1628.74508806153,1.14381323242187,-45.930400036621,0,0,21414.2551675295,20282.4123950136,0,0,359.77,89554100
"3594","5100250",1994,1564.02,-45.0899999999999,13134.3920390563,12016.0441975768,1585.62822416383,1.4955828918457,-26.2249053466797,0,0,13131.7511772033,12013.4033357238,0,0,384.012,89554100
"3595","5100250",1995,1549.17,-14.8499999999999,26417.1504704408,25431.6079189149,1576.38985054932,1.14470543212891,-1.05462763671875,0,0,26403.3255307374,25419.7174578309,0,0,384.164,89554100
"3596","5100250",1996,1539.45,-9.72000000000003,12802.9084930726,11648.0219566956,1558.00125019532,0,-11.4369699401855,0,0,12797.1025664124,11642.2160300355,0,0,387.696,89554100
"3597","5100250",1997,1534.77,-4.68000000000006,18141.600504248,16213.5703226806,1562.8435164917,4.57724007568359,4.57724007568359,0,0,18130.9456233642,16203.9706082519,0,0,331.096,89554100
"3598","5100250",1998,1530.9,-3.86999999999989,18517.2133185731,18081.2333117921,1562.22451741334,0.703782110595703,-5.36863413696289,0,0,18513.4282943849,18077.9761653993,0,0,294.161,89554100
"3599","5100250",1999,1622.25,91.3499999999999,22984.1631472595,22274.9699709289,1640.09694902344,50.9456834838867,49.6260711547851,9.32522067260742,9.32522067260742,22971.5777855224,22263.4403039062,0,0,278.768,89554100
"3600","5100250",2000,1715.31,93.0599999999999,10576.1484595093,6711.35097256469,1721.30489536744,47.1586196960449,45.486050189209,0,0,10569.4601729248,6708.18120726928,0,0,279.032,89554100
"3601","5100250",2001,1731.24,15.9300000000001,14296.3563451542,11061.0691137455,1732.83156540528,8.35867434082031,-0.174931140136723,0,-0.615778973388672,14285.0072817448,11053.9447963749,0,0,270.989,89554100
"3602","5100250",2002,1730.16,-1.07999999999993,16978.0663661746,13640.0260664859,1729.22266807251,3.3430716003418,-3.16837585449219,0,0,16975.8633647769,13637.8230650882,0,0,309.972,89554100
"3603","5100250",2003,1733.58,3.41999999999985,15975.0278999024,15085.7345187074,1730.10401044922,0.615801672363281,-0.791912329101559,0,0,15973.7048449708,15092.0651772889,0,0,363.509,89554100
"3604","5100250",2004,1749.96,16.3800000000001,24369.7296592834,23327.953725769,1749.19609845581,8.35806948242188,7.65430916748047,0,0,24367.1767512146,23325.4008177002,0,0,409.212,89554100
"3605","5100250",2005,1750.5,0.539999999999964,11834.0553169312,10699.0695265503,1753.15719498902,7.3037341430664,2.6409955505371,0,0,11822.8727768494,10688.4161644898,0,0,444.843,89554100
"3606","5100250",2006,1756.17,5.67000000000007,9823.16038029785,8689.14720759277,1754.74002697144,5.19074123535156,1.58352385253906,0,0,9800.79625576782,8666.78308306274,0,0,604.336,89554100
"3607","5100250",2007,1755.54,-0.630000000000109,5329.34360655521,3855.44177301029,1765.12222282105,8.79819771728516,7.65441904296875,0,0,5318.08315159305,3844.18131804813,0,0,696.72,89554100
"3608","5100250",2008,1752.75,-2.78999999999996,1706.66136556396,-1451.23609558717,1763.44991476441,1.14380776977539,1.14380776977539,0,0,1704.72619498901,-1453.17126616212,0,0,871.707,89554100
"3609","5100250",2009,1746.18,-6.56999999999994,1012.93987553101,217.851952459716,1755.8837701355,0.527837750244141,-6.42246776733399,0,0,1010.65254470215,215.564621630859,0,0,972.966,89554100
"3610","5100250",2010,1745.55,-0.630000000000109,1155.40066539917,-566.215847503661,1760.72212085572,6.2465771484375,4.04704234619141,0,0,1155.40066539917,-564.98295439453,0,0,1224.664,89554100
"3611","5100250",2011,1745.19,-0.3599999999999,1368.56891906128,-19.2811192688021,1755.44293571778,0.615862786865234,-2.28761807250976,0,0,1366.54192719116,-20.16434832764,0,0,1569.211,89554100
"3612","5100250",2012,1744.65,-0.539999999999964,864.177697814941,-1042.5929524292,1752.97874504395,0.527946820068359,-0.52779711303711,0,0,864.177697814941,-1038.72215542603,0,0,1669.518,89554100
"3613","5100250",2013,1744.38,-0.269999999999982,1098.58739564209,340.72258036499,1745.49998510132,0,-2.81531365966797,0,0,1096.73715135498,340.635800274658,0,0,1411.462,89554100
"3614","5100250",2014,1744.02,-0.360000000000127,4366.87900936279,3816.30334083252,1739.86821696778,0.527961694335938,-0.263854559326171,0,0,4360.54141833496,3809.96574980469,0,0,1265.578,89554100
"3615","5100250",2015,1743.84,-0.180000000000064,2342.22304734497,1632.83020921631,1736.87907842408,0,-1.75940819702148,0,0,2340.28567289429,1632.6531456604,0,0,1160.663,89554100
"3616","5100250",2016,1743.66,-0.179999999999836,2460.67744071656,1758.52102943116,1736.8798458191,1.14373534545898,-0.439874847412106,0,0,2457.3319350525,1756.23049114381,0,0,1248.988,89554100
"3617","5100250",2017,1746.63,2.97000000000003,2138.93255146485,725.345764495853,1740.49162309571,2.29113468627929,2.29113468627929,0,0,2137.61097783814,725.25710768433,0,0,1257.559,89554100
"3618","5100250",2018,1746.9,0.269999999999982,1720.71733256836,-1974.32561415405,1744.97993052369,2.90458545532227,2.90458545532227,0,0,1708.67451016846,-1970.17115939331,0,0,1269.227,89554100
"3619","5100250",2019,1745.91,-0.990000000000009,2085.92484687501,820.116583917243,1743.92418685914,0.615904296875,0.615904296875,0,0,2078.53848533326,814.57872208863,0,0,1392.498,89554100
"3620","5100250",2020,1745.73,-0.180000000000064,2571.37524203492,2186.60466135255,1740.14046287232,0,-1.84760004882813,0,0,2568.91121575318,2184.66892286378,0,0,1770.254,89554100
"3621","5100250",2021,1854.36,108.63,2442.37128838502,1763.71998003541,1839.89529891357,81.105835107422,80.5780074096681,17.4167685424805,17.4167685424805,2416.41750457154,1741.10857912598,0,0,1799.629,89554100
"3622","5100250",2022,1876.23,21.8700000000001,1963.55517686159,1724.1605720154,1865.49441828613,11.6997530944824,9.23626528320312,2.55094065551758,2.55094065551758,1959.94849189455,1727.60485693361,0,0,1800.602,89554100
"3623","5100250",2023,1876.23,0,3594.40376784668,3139.74634984131,1854.31999113769,0.61585454711914,-1.67140303955079,0,0,3582.34850709839,3572.12369258423,0,0,1942.666,89554100
"3624","5100805",1985,577.71,-1298.52,0,0,570.167606671137,0,0,0,0,0,0,0,0,317.908,204890240
"3625","5100805",1986,989.28,411.57,3247.03799516594,1124.74778358149,987.607359619143,343.765876257324,329.471554656982,31.5876544677734,31.5876544677734,3073.10919917595,2971.29925227654,0,0,367.694,204890240
"3626","5100805",1987,2517.75388235294,1528.47388235294,2233.42874190066,1502.32167576297,2508.22647096558,1352.44657443236,1336.82892797851,122.998721722412,122.998721722412,2083.1346183594,2050.85439323123,0,0,446.473,204890240
"3627","5100805",1988,2956.38458823529,438.630705882353,1399.58682427978,723.82062717285,2976.39802922974,362.20447789917,302.205373632812,57.7902020874024,57.7902020874024,998.019614324951,746.250188494873,0,0,437.048,204890240
"3628","5100805",1989,3156.68011764706,200.295529411765,927.520461358644,501.891128717043,3178.63598124391,219.09809364624,113.915963562011,22.7627301757812,22.7627301757812,815.121504168703,514.143445513918,0,0,381.432,204890240
