"","muni_id","year","artisanal_mining_area_ha","change_in_area","forest_loss_all_gross","forest_loss_all_net","mining","mining_gain_gross","mining_net","forest_to_mining_gross","forest_to_mining_net","forest_to_pasture_gross","forest_to_pasture_net","forest_to_soy_gross","forest_to_soy_net","GoldPrice","area_ha"
"25","1100023",2023,1644.63352941177,0,4107.5969751282,4063.20169160769,3807.11697431632,0.528487268066406,0.528487268066406,0,0,4040.65393394778,4021.09866096194,0,0,1942.666,44261430
"26","1100130",1999,64.44,-0.180000000000007,11087.5644179505,10560.4269781068,547.783644616702,1.3226936706543,0.08826254272461,0,0,11078.7372793824,10558.0425640748,0,0,278.768,85092700
"27","1100130",2000,65.97,1.53,10813.5700131592,9801.51819199225,561.27543358765,8.02462358398437,7.49556555786133,0.529070196533203,0.529070196533203,10800.4217452027,9803.01612168585,0,0,279.032,85092700
"28","1100130",2001,66.06,0.0900000000000034,13082.4512972291,12616.6719905458,565.596404608159,2.29276659545899,1.14644092407227,0.617294580078125,0.617294580078125,13077.8620094728,12615.2620615114,0,0,270.989,85092700
"29","1100130",2002,66.24,0.179999999999993,20626.1774869993,20203.4054570982,569.123733184822,3.17460130004883,0.96999969482422,1.32274923706055,1.32274923706055,20610.9091998838,20188.1371699827,0,0,309.972,85092700
"30","1100130",2003,65.88,-0.359999999999999,15836.953843744,15457.1876524964,568.506582073982,1.1463958984375,-0.26451912231445,0.529119104003906,0.529119104003906,15792.0855014283,15415.0557372742,0,0,363.509,85092700
"31","1100130",2004,65.79,-0.0899999999999892,22363.0248941895,21959.0906347168,572.21020930787,0.617274200439453,0.617274200439453,0,0,22352.515705835,21953.5249782105,0,0,409.212,85092700
"32","1100130",2005,65.61,-0.180000000000007,40857.5437156678,40087.2698138306,571.945835803231,0.970030206298828,0.970030206298828,0,0,40831.8558228577,40081.2026531617,0,0,444.843,85092700
"33","1100130",2006,65.52,-0.0900000000000034,5092.20738822633,4286.15714289552,576.090496380625,2.20462122802734,1.4991088684082,0,0,5091.14928536988,4286.51298364259,0,0,604.336,85092700
"34","1100130",2007,65.61,0.0900000000000034,7598.48404404903,4363.99218026119,572.651440618906,0,-1.85188860473633,0,0,7592.74897857662,4370.4451492065,0,0,696.72,85092700
"35","1100130",2008,65.61,0,5338.53149153445,3830.68711412966,573.621461419687,0.529110931396484,0.529110931396484,0,0,5330.85131302493,3827.33433422854,0,0,871.707,85092700
"36","1100130",2009,66.33,0.719999999999999,2793.25893601078,1767.2285180054,575.561223254404,2.38079127807618,1.85167612304688,0,0,2791.31702405399,1765.28660604861,0,0,972.966,85092700
"37","1100130",2010,66.15,-0.179999999999993,2224.87466887208,1465.3339405945,577.589452410897,1.23461981201172,-0.969844708251951,0,0,2217.11218145143,1458.10031322023,0,0,1224.664,85092700
"38","1100130",2011,67.95,1.8,5876.95362793577,2320.12288970943,584.467470880134,3.262641015625,0.352643267822275,0.617283813476562,0.617283813476562,5864.86752578123,2311.21392998043,0,0,1569.211,85092700
"39","1100130",2012,67.77,-0.180000000000007,6000.76889458006,4805.97714081418,596.284667810067,17.4610103515625,11.1998197265625,0,0,5983.82257024534,4791.76599812009,0,0,1669.518,85092700
"40","1100130",2013,67.86,0.0900000000000034,16282.8643864503,14649.2340325745,624.76904810792,23.0169749328613,17.7258444091796,4.49776346435547,4.49776346435547,16238.2059373597,14607.931225409,0,0,1411.462,85092700
"41","1100130",2014,68.4,0.540000000000006,2935.04144109497,2103.27081603393,627.591076043712,10.4057266479492,1.67548448486328,2.82190745239258,2.82190745239258,2927.36685996704,2095.596234906,0,0,1265.578,85092700
"42","1100130",2015,68.4,0,12915.021366504,10691.2730979005,634.733493927013,5.46716539916992,2.64519188232422,0,0,12892.788304474,10675.1337078614,0,0,1160.663,85092700
"43","1100130",2016,69.12,0.719999999999999,12948.7742641053,12331.1139852967,635.968149359142,2.38090680541992,-2.20461480102539,0,0,12926.8950616639,12313.7386339112,0,0,1248.988,85092700
"44","1100130",2017,68.76,-0.359999999999999,9490.60816586307,8457.19054598392,634.73311631471,5.20262141723633,-0.705855627441397,0,0,9307.35353113407,8278.70253686527,0,0,1257.559,85092700
"45","1100130",2018,68.76,0,8826.50520362559,7743.01525301524,642.757832202159,10.6703712646484,3.9680755859375,0,0,8804.51423128672,7745.40711889659,0,0,1269.227,85092700
"46","1100130",2019,69.39,0.629999999999995,10001.614381067,8425.73907293097,646.725955218516,2.55734758911133,1.49917118530274,0,0,9941.08384320685,8373.77071423346,0,0,1392.498,85092700
"47","1100130",2020,69.57,0.179999999999993,6259.32412368167,4655.78148283695,661.011792413341,6.17292807006836,5.02664630737305,0,0,6252.34668350833,4726.39173594364,0,0,1770.254,85092700
"48","1100130",2021,69.57,0,6857.78890839849,6588.48023486944,671.593748931898,4.14463746948242,4.14463746948242,0,0,6816.29271457525,6552.90290353399,0,0,1799.629,85092700
"49","1100130",2022,69.57,0,8765.16181406866,8396.2177867249,664.186381396496,0,-3.88010956420898,0,0,8697.49181996465,8342.85157285161,0,0,1800.602,85092700
"50","1100130",2023,69.57,0,6429.24187489016,6309.91639675296,664.715602502453,1.58734001464844,1.58734001464844,0,0,5049.11727595828,5004.4392713135,0,0,1942.666,85092700
"51","1100189",1999,13.59,0.99,7511.2723915039,6619.45146107177,14.1967530334472,0.788742755126953,0.788742755126953,0,0,7484.92014890746,6608.94267619018,0,0,278.768,62410190
"52","1100189",2000,13.59,0,5690.27945548094,5193.37568010252,14.2843911193847,0,0,0,0,5678.37376502684,5223.32037852782,0,0,279.032,62410190
"53","1100189",2001,13.86,0.27,6947.25855147088,6475.56333482049,16.736711340332,1.22610599365234,1.22610599365234,0,0,6939.12112329095,6476.70258071893,0,0,270.989,62410190
"54","1100189",2002,13.95,0.0899999999999999,4601.54351120604,2282.42112723998,20.5903044372558,2.71493057250977,2.71493057250977,2.10187678833008,2.10187678833008,4592.7871781433,2281.8942718933,0,0,309.972,62410190
"55","1100189",2003,13.86,-0.0899999999999999,13574.0599985108,12470.0296976502,25.0566356506348,2.97768518676758,2.97768518676758,0,0,13545.5194840088,12445.602171167,0,0,363.509,62410190
"56","1100189",2004,13.86,0,12327.1761717164,11752.3964495423,25.5820391784668,0,0,0,0,12302.3925818482,11730.325760138,0,0,409.212,62410190
"57","1100189",2005,13.95,0.0899999999999999,7408.36066195674,6593.50723536983,25.2317341491699,0,-0.700624432373047,0,0,7392.25289149776,6579.41326190181,0,0,444.843,62410190
"58","1100189",2006,13.86,-0.0899999999999999,4606.54148379517,3305.85672926636,24.6188070739746,0,0,0,0,4574.86804381714,3278.20878188477,0,0,604.336,62410190
"59","1100189",2007,13.86,0,2879.12274143677,1167.26126622926,24.0056382507324,0,0,0,0,2847.3587022522,1139.6997828003,0,0,696.72,62410190
"60","1100189",2008,13.86,0,3238.85508743896,2028.66093338012,24.0056537963867,0,0,0,0,3173.49860994262,1974.60083263549,0,0,871.707,62410190
"61","1100189",2009,13.86,0,1577.14923375244,310.084271661378,24.0932332763672,0,0,0,0,1468.31413572998,207.90061102295,0,0,972.966,62410190
"62","1100189",2010,13.86,0,1548.50089036865,45.432268389894,24.355978894043,0.613049865722656,0.613049865722656,0,0,1185.37204273071,-311.04321469116,0,0,1224.664,62410190
"63","1100189",2011,13.86,0,2369.76829102783,507.23716949463,24.2685184448242,0,0,0,0,2080.46571473999,231.40711459961,0,0,1569.211,62410190
"64","1100189",2012,13.86,0,1237.27106820068,-434.604174609381,24.0933014648437,0,0,0,0,1158.53732741699,-500.72902893067,0,0,1669.518,62410190
"65","1100189",2013,13.86,0,1637.18930427246,73.4219318420421,24.0932417785644,0,0,0,0,1482.53108753662,-66.4375394470201,0,0,1411.462,62410190
"66","1100189",2014,13.86,0,2213.72383811036,1200.36665814209,24.0933603027344,0,0,0,0,2173.13173879395,1174.2137694397,0,0,1265.578,62410190
"67","1100189",2015,13.86,0,2467.28978748779,788.978052001943,24.0057070922851,0,0,0,0,2430.9768293457,767.45714609374,0,0,1160.663,62410190
"68","1100189",2016,13.86,0,4122.05489043579,2971.39187952271,23.392619921875,0,0,0,0,4103.24261175537,2987.31843515015,0,0,1248.988,62410190
"69","1100189",2017,13.86,0,3973.54377883909,3477.32564492185,23.7432174560547,0,0,0,0,3952.01733311765,3470.32376540525,0,0,1257.559,62410190
"70","1100189",2018,13.86,0,2497.54252150268,1118.65217158813,22.9550721435547,0,0,0,0,2471.6388152893,1108.40484197998,0,0,1269.227,62410190
"71","1100189",2019,13.86,0,4382.82030615236,3916.20958137209,22.8673463012695,0,0,0,0,4325.30093325197,3899.00924274294,0,0,1392.498,62410190
"72","1100189",2020,13.86,0,4604.73644178468,4147.39405052491,22.779734387207,0,0,0,0,4582.23997808839,4167.34419213258,0,0,1770.254,62410190
"73","1100189",2021,13.86,0,4561.94283940428,4413.74748240355,22.9550112121582,0,0,0,0,4521.32901820677,4375.14727006224,0,0,1799.629,62410190
"74","1100189",2022,13.86,0,4681.63234025877,4343.22139387815,22.4294221069336,0,0,0,0,4590.83267673948,4281.92614443968,0,0,1800.602,62410190
"75","1100189",2023,13.86,0,7833.28791186518,7787.41375522456,22.0789268249511,0,0,0,0,7622.35204752192,7614.12633833003,0,0,1942.666,62410190
"76","1100205",1999,1577.14764705882,10.1943529411765,17921.0270623657,16685.6179456787,1582.88426302489,13.1484296936035,6.0951542175293,2.29640828857422,2.29640828857422,17878.5246836426,16663.0795386353,0,0,278.768,340911460
"77","1100205",2000,1682.53764705882,105.39,21145.3855615907,19121.847709778,1688.0155533203,61.9096547302246,61.1157515441894,2.20639177856445,2.20639177856445,21120.567216974,19364.8627820985,0,0,279.032,340911460
"78","1100205",2001,1679.83764705882,-2.70000000000005,22239.5209906249,20602.1138874572,1688.62794613036,7.84688071289063,-0.354766088867183,0,0,22206.9191273986,20581.0908539794,0,0,270.989,340911460
"79","1100205",2002,1692.79764705882,12.96,33967.8661629462,32145.4956742316,1710.52831977538,16.0719080200195,10.3418322998047,0.617618536376953,-0.088224615478516,33887.1090821357,32077.3789635688,0,0,309.972,340911460
"80","1100205",2003,1698.894,6.09635294117652,56145.0522960696,51782.7755406558,1719.97558271483,13.2352245117188,5.47650225830079,0.795310144042969,0.795310144042969,56062.0663722781,51709.2464909243,0,0,363.509,340911460
"81","1100205",2004,1709.514,10.6199999999999,52204.3211763002,48370.4115699098,1737.72297799071,13.3285611511231,5.92291887817383,3.08760270996094,3.08760270996094,52142.4990510927,48329.091116797,0,0,409.212,340911460
"82","1100205",2005,1724.364,14.8500000000001,49661.6247816099,45661.6499540281,1757.40289586791,20.3817958618164,15.5299563476563,10.4123619812012,10.4123619812012,49603.4564292051,45620.0202492063,0,0,444.843,340911460
"83","1100205",2006,1768.284,43.9200000000001,51522.9982722167,48162.8220805174,1803.10266295166,36.2594265441895,30.8758357116699,26.2922280456543,26.2922280456543,51412.4241392943,48060.7289331908,0,0,604.336,340911460
"84","1100205",2007,1808.514,40.2299999999998,43211.9534115536,40220.9764229428,1841.73729579467,35.9934690795899,30.2541101013184,31.5824978698731,31.5824978698731,43103.4857069882,40121.9572735409,0,0,696.72,340911460
"85","1100205",2008,1826.80764705882,18.2936470588236,19822.5495974426,14386.870857489,1862.73841956788,22.5006174072266,6.09048974609379,14.4699562744141,14.4699562744141,19720.5660366821,14294.7755704528,0,0,871.707,340911460
"86","1100205",2009,1880.01070588235,53.2030588235295,14640.4359974672,10828.0533936402,2001.56320153809,134.503737615967,121.883310827637,44.152015045166,44.152015045166,14536.1199706239,10747.3212250001,0,0,972.966,340911460
"87","1100205",2010,1978.71705882353,98.7063529411762,13386.5013604737,8794.4593384583,2146.35055444946,143.280416925048,117.608128948974,101.084442950439,101.084442950439,13060.0548427735,8488.85356644292,0,0,1224.664,340911460
"88","1100205",2011,2033.07705882353,54.3600000000001,33695.8474211791,29972.6722890075,2198.75790975954,64.2431665832519,25.1405347473144,33.2702748657226,33.2702748657226,32775.6828190307,29075.9011424377,0,0,1569.211,340911460
"89","1100205",2012,2089.59705882353,56.5200000000002,30811.8880280457,27002.8062280274,2235.77613178711,61.9403758422851,13.9894346374511,41.3853792724609,41.3853792724609,25160.1519433655,21416.584022229,0,0,1669.518,340911460
"90","1100205",2013,2138.82705882353,49.2299999999996,25358.6789646118,18228.9568484801,2261.14403442383,38.0196868408204,7.46117927246101,15.2604640136719,15.2604640136719,22430.7322287658,15536.924141046,0,0,1411.462,340911460
"91","1100205",2014,2143.95705882353,5.13000000000011,36500.6826570922,31108.6712379394,2260.08533266602,17.9949011901855,-11.1981458251953,5.90909622802734,5.90909622802734,32867.4626755553,27675.8726169188,0,0,1265.578,340911460
"92","1100205",2015,2189.22494117647,45.2678823529413,40660.1796716306,34943.3096581418,2316.62500337525,63.0721904846191,43.5724261291503,13.8492878173828,13.8492878173828,36483.0297572263,31759.9322005307,0,0,1160.663,340911460
"93","1100205",2016,2219.73494117647,30.5100000000002,46497.9590171996,39204.9768937011,2340.17553139039,20.2018492004394,8.20219446411132,7.41040202026367,7.41040202026367,46018.3213930968,41173.7657588317,0,0,1248.988,340911460
"94","1100205",2017,2246.73494117647,27,45936.8157177858,40361.0455692079,2363.45920165405,29.9950118103027,19.2276380004882,13.7631507385254,13.7631507385254,45033.9797863771,39631.3557416627,0,0,1257.559,340911460
"95","1100205",2018,2267.79494117647,21.0599999999999,39130.2287907713,32328.926630963,2386.30995877076,33.9590574279785,10.7665759338379,13.9370265991211,13.9370265991211,36693.7348093687,30262.7543811033,0,0,1269.227,340911460
"96","1100205",2019,2335.02494117647,67.23,53177.6595915402,46938.6729366574,2454.84048855592,72.4884422363281,53.7954138916015,24.8692669494629,24.8692669494629,52059.8600712887,46851.0894525265,0,0,1392.498,340911460
"97","1100205",2020,2400.45494117647,65.4299999999998,54662.1477151002,50169.1568098146,2520.81092047121,58.1221829772949,45.5082742370605,32.4575918762207,32.4575918762207,54413.9674332521,50529.9045494325,0,0,1770.254,340911460
"98","1100205",2021,2500.44494117647,99.9900000000002,70038.430741797,67956.4109614259,2616.78777767947,74.8049292907714,74.8049292907714,48.5188000671386,48.5188000671386,67731.8158882936,65818.9438733583,0,0,1799.629,340911460
"99","1100205",2022,2586.84494117647,86.3999999999996,58507.2991961057,56408.6598686887,2698.65237969363,67.5726577392578,67.0439010742188,51.6945297668457,51.6945297668457,58184.012799249,56205.3352018674,0,0,1800.602,340911460
"100","1100205",2023,2586.84494117647,0,37986.9021489135,37281.7146951049,2702.44459142459,0.617498858642578,0.0887676147460941,0,0,30239.4338295898,29930.916784021,0,0,1942.666,340911460
"101","1100262",1999,224.82,-4.05000000000001,2473.86618826904,1938.08700848389,436.205640441893,0,-5.37753978271484,0,0,2471.75011113281,1937.99896275635,0,0,278.768,17176400
"102","1100262",2000,234,9.18000000000001,3644.11261495966,3383.49375788568,458.155938592527,10.7557109619141,10.7557109619141,0,0,3642.2610862121,3387.19773706659,0,0,279.032,17176400
"103","1100262",2001,234.63,0.629999999999995,3837.54964653926,3680.52026430049,455.776684997557,3.61386177978516,-6.52191998901364,0,0,3834.46286624141,3679.19712335811,0,0,270.989,17176400
"104","1100262",2002,235.62,0.990000000000009,4334.22997883913,4086.23071276857,460.53730753784,2.73264243164062,2.20382255859374,0,0,4333.70098014528,4086.23078420412,0,0,309.972,17176400
"105","1100262",2003,230.67,-4.95000000000002,5699.25754164423,5415.70885332026,454.805768408202,0,-4.67360302734375,0,0,5691.23389641718,5407.68520809321,0,0,363.509,17176400
"106","1100262",2004,234.81,4.14000000000001,3135.09900477901,2866.97977153926,463.621795538328,3.52685194702148,2.90985205078125,0,0,3135.09900477901,2866.97977153926,0,0,409.212,17176400
"107","1100262",2005,240.57,5.75999999999999,3838.21545151976,3515.77917663573,471.204413500975,7.49440964355468,4.7619934020996,2.55650543823242,2.55650543823242,3834.0716533203,3512.42885988158,0,0,444.843,17176400
